,HITId,AssignmentId,WorkerId,WorkTimeInSeconds,LifetimeApprovalRate,Input.prompt,Input.response,Input.aspect,Input.definition,Input.setting,Answer.Others,Approve,Reject,Score,3Score
10,3KA7IJSNXFSOEWJ9WXL9CODPAVWPB9,3X66WABAJ65GL8KR4NLIPGWA69AG3J,A9HQ3E0F2AGVO,89,98% (130/132),Write a <b>flowery</b> passage about sunsets:,"There's something about a sunset that just takes our breath away. Maybe it's the way the colors seem to dance across the sky, or the way the world seems to slow down for a moment. Whatever the reason, we can't help but be drawn to their beauty.<br><br>There's nothing quite like watching the sun dip below the horizon, leaving behind a trail of fiery oranges and reds. It's a moment that always seems to fill us with a sense of wonder, and we can't help but be filled with gratitude for the beauty of nature.<br><br>If you're looking for a way to add a little magic to your day, just step outside and watch the sunset. It's sure to leave you feeling refreshed and inspired.",Writing Style,"flowery writing style: Flowery writing is filled with beautiful, poetic language. It often uses metaphors and similes to describe things in a creative, descriptive way.",demonstration,,,,1,1
11,3KA7IJSNXFSOEWJ9WXL9CODPAVWPB9,34PGFRQONYYN38CGMDHNRQZNWUNJWY,AGSLBIXQFSPUY,12,0% (0/0),Write a <b>flowery</b> passage about sunsets:,"There's something about a sunset that just takes our breath away. Maybe it's the way the colors seem to dance across the sky, or the way the world seems to slow down for a moment. Whatever the reason, we can't help but be drawn to their beauty.<br><br>There's nothing quite like watching the sun dip below the horizon, leaving behind a trail of fiery oranges and reds. It's a moment that always seems to fill us with a sense of wonder, and we can't help but be filled with gratitude for the beauty of nature.<br><br>If you're looking for a way to add a little magic to your day, just step outside and watch the sunset. It's sure to leave you feeling refreshed and inspired.",Writing Style,"flowery writing style: Flowery writing is filled with beautiful, poetic language. It often uses metaphors and similes to describe things in a creative, descriptive way.",demonstration,no failures.,,,2,1
12,39TX062QYABOKAHN3VGKOI1GO2SX3E,3TXD01ZLDE4K8M4QO6FI30P7THGU4D,A1OWM3QO7QAKBN,43,100% (17/17),Write a <b>flowery</b> passage about sunsets:,"Sunsets are one of the most beautiful things in the world. There's something about the way the sun dips below the horizon, painting the sky in a spectrum of colors.<br><br>Whether you're watching from the beach or your backyard, a sunset is always a sight to behold. They're the perfect way to end a busy day, and they always seem to leave us feeling refreshed and rejuvenated.<br><br>There's something about a sunset that just makes you feel alive. Maybe it's the way the colors dance across the sky, or the way the world seems to pause for a moment as the sun sets. Whatever the reason, they're sure to leave you feeling inspired.<br><br>So next time you're feeling stressed or overwhelmed, take a moment to step outside and watch the sunset. It's sure to leave you feeling calm and refreshed.",Writing Style,"flowery writing style: Flowery writing is filled with beautiful, poetic language. It often uses metaphors and similes to describe things in a creative, descriptive way.",demonstration,,,,1,1
13,39TX062QYABOKAHN3VGKOI1GO2SX3E,3GFK2QRXXJ4FW9XVXBDTQGGIETMW5J,A3FIIXR4RLHBN8,18,0% (0/0),Write a <b>flowery</b> passage about sunsets:,"Sunsets are one of the most beautiful things in the world. There's something about the way the sun dips below the horizon, painting the sky in a spectrum of colors.<br><br>Whether you're watching from the beach or your backyard, a sunset is always a sight to behold. They're the perfect way to end a busy day, and they always seem to leave us feeling refreshed and rejuvenated.<br><br>There's something about a sunset that just makes you feel alive. Maybe it's the way the colors dance across the sky, or the way the world seems to pause for a moment as the sun sets. Whatever the reason, they're sure to leave you feeling inspired.<br><br>So next time you're feeling stressed or overwhelmed, take a moment to step outside and watch the sunset. It's sure to leave you feeling calm and refreshed.",Writing Style,"flowery writing style: Flowery writing is filled with beautiful, poetic language. It often uses metaphors and similes to describe things in a creative, descriptive way.",demonstration,,,,1,1
14,39TX062QYABOKAHN3VGKOI1GO2SX3E,35DR22AR5N7R7UFHTXLMD2W59Z63XY,A9HQ3E0F2AGVO,120,98% (130/132),Write a <b>flowery</b> passage about sunsets:,"Sunsets are one of the most beautiful things in the world. There's something about the way the sun dips below the horizon, painting the sky in a spectrum of colors.<br><br>Whether you're watching from the beach or your backyard, a sunset is always a sight to behold. They're the perfect way to end a busy day, and they always seem to leave us feeling refreshed and rejuvenated.<br><br>There's something about a sunset that just makes you feel alive. Maybe it's the way the colors dance across the sky, or the way the world seems to pause for a moment as the sun sets. Whatever the reason, they're sure to leave you feeling inspired.<br><br>So next time you're feeling stressed or overwhelmed, take a moment to step outside and watch the sunset. It's sure to leave you feeling calm and refreshed.",Writing Style,"flowery writing style: Flowery writing is filled with beautiful, poetic language. It often uses metaphors and similes to describe things in a creative, descriptive way.",demonstration,,,,2,1
15,3YLPJ8OXYH09260R39L3YNTM22OX4Z,33OOO72IVR883D2GHGVQH2FT2GSTC0,A1OWM3QO7QAKBN,51,100% (17/17),Write a <b>flowery</b> passage about sunsets:,"There's something about a sunset that just takes our breath away. Maybe it's the way the colors seem to dance in the sky, or the way the sun slowly disappears into the horizon. Whatever the reason, we can't help but be mesmerized by them.<br><br>There's nothing quite like watching the sun dip below the horizon and painting the sky in a spectrum of colors. From orange to red to purple, the sky is a canvas that is constantly changing. And we can't help but be captivated by it.<br><br>If you're looking for a way to add a little beauty to your day, just step outside and watch the sunset. It's sure to take your breath away.",Writing Style,"flowery writing style: Flowery writing is filled with beautiful, poetic language. It often uses metaphors and similes to describe things in a creative, descriptive way.",demonstration,,,,2,1
16,3YLPJ8OXYH09260R39L3YNTM22OX4Z,3QY7M81QHH93ODHXWQ9N0P0JIS8K7Q,A3FIIXR4RLHBN8,222,0% (0/0),Write a <b>flowery</b> passage about sunsets:,"There's something about a sunset that just takes our breath away. Maybe it's the way the colors seem to dance in the sky, or the way the sun slowly disappears into the horizon. Whatever the reason, we can't help but be mesmerized by them.<br><br>There's nothing quite like watching the sun dip below the horizon and painting the sky in a spectrum of colors. From orange to red to purple, the sky is a canvas that is constantly changing. And we can't help but be captivated by it.<br><br>If you're looking for a way to add a little beauty to your day, just step outside and watch the sunset. It's sure to take your breath away.",Writing Style,"flowery writing style: Flowery writing is filled with beautiful, poetic language. It often uses metaphors and similes to describe things in a creative, descriptive way.",demonstration,inconsistency,,,0,0
17,3YLPJ8OXYH09260R39L3YNTM22OX4Z,3TE3O8573AVIPGXMGY1P5A5P24N2RS,A9HQ3E0F2AGVO,84,98% (130/132),Write a <b>flowery</b> passage about sunsets:,"There's something about a sunset that just takes our breath away. Maybe it's the way the colors seem to dance in the sky, or the way the sun slowly disappears into the horizon. Whatever the reason, we can't help but be mesmerized by them.<br><br>There's nothing quite like watching the sun dip below the horizon and painting the sky in a spectrum of colors. From orange to red to purple, the sky is a canvas that is constantly changing. And we can't help but be captivated by it.<br><br>If you're looking for a way to add a little beauty to your day, just step outside and watch the sunset. It's sure to take your breath away.",Writing Style,"flowery writing style: Flowery writing is filled with beautiful, poetic language. It often uses metaphors and similes to describe things in a creative, descriptive way.",demonstration,,,,1,1
18,3ZFRE2BDRI1P53OGO2BTSJ6V3XRZXD,3K3R2QNK8LQL5SA251B9K80NF9UU99,A1OWM3QO7QAKBN,244,100% (17/17),Write a <b>flowery</b> passage about sunsets:,"There's something about a sunset that just takes our breath away. Maybe it's the way the colors seem to dance in the sky, or the way the world seems to slow down for a moment. Whatever the reason, sunsets always seem to remind us of the beauty of nature.<br><br>There's nothing quite like watching the sun dip below the horizon, painting the sky in a spectrum of oranges, pinks, and purples. It's a moment that always seems to take us by surprise, no matter how many times we've seen it.<br><br>If you're looking for a moment of beauty and peace, there's no better place to find it than at sunset. So find a comfortable spot, sit back, and enjoy the show.",Writing Style,"flowery writing style: Flowery writing is filled with beautiful, poetic language. It often uses metaphors and similes to describe things in a creative, descriptive way.",demonstration,,,,2,1
19,3ZFRE2BDRI1P53OGO2BTSJ6V3XRZXD,3PB5A5BD05TYMRLE6ZO82X8QBBX7GG,A9HQ3E0F2AGVO,281,98% (130/132),Write a <b>flowery</b> passage about sunsets:,"There's something about a sunset that just takes our breath away. Maybe it's the way the colors seem to dance in the sky, or the way the world seems to slow down for a moment. Whatever the reason, sunsets always seem to remind us of the beauty of nature.<br><br>There's nothing quite like watching the sun dip below the horizon, painting the sky in a spectrum of oranges, pinks, and purples. It's a moment that always seems to take us by surprise, no matter how many times we've seen it.<br><br>If you're looking for a moment of beauty and peace, there's no better place to find it than at sunset. So find a comfortable spot, sit back, and enjoy the show.",Writing Style,"flowery writing style: Flowery writing is filled with beautiful, poetic language. It often uses metaphors and similes to describe things in a creative, descriptive way.",demonstration,,,,2,1
20,3ZFRE2BDRI1P53OGO2BTSJ6V3XRZXD,3PMBY0YE2HQPJYT2JAQ9Q2EH89O9CF,AYTH0E5PUXWX8,21,0% (0/0),Write a <b>flowery</b> passage about sunsets:,"There's something about a sunset that just takes our breath away. Maybe it's the way the colors seem to dance in the sky, or the way the world seems to slow down for a moment. Whatever the reason, sunsets always seem to remind us of the beauty of nature.<br><br>There's nothing quite like watching the sun dip below the horizon, painting the sky in a spectrum of oranges, pinks, and purples. It's a moment that always seems to take us by surprise, no matter how many times we've seen it.<br><br>If you're looking for a moment of beauty and peace, there's no better place to find it than at sunset. So find a comfortable spot, sit back, and enjoy the show.",Writing Style,"flowery writing style: Flowery writing is filled with beautiful, poetic language. It often uses metaphors and similes to describe things in a creative, descriptive way.",demonstration,"No, it is well-written and follows the prompt.",,,2,1
21,3WGCNLZJLOVEC1YRPR1P6IJRA02D10,3YMTUJH0D23589P1O1P8Y435A3AT4M,A1OWM3QO7QAKBN,348,100% (17/17),Write a <b>flowery</b> passage about sunsets:,"There's something about a sunset that just takes our breath away. Maybe it's the way the colors seem to dance in the sky, or the way the world seems to be bathed in a golden light. Whatever the reason, sunsets always seem to leave us in awe.<br><br>There's nothing quite like watching the sun dip below the horizon, painting the sky in a spectrum of colors. It's a reminder that even though the day may be over, there's still beauty to be found in the world.<br><br>If you're looking for a way to add a little romance to your day, look no further than a sunset. Whether you watch it alone or with someone you love, it's sure to take your breath away.",Writing Style,"flowery writing style: Flowery writing is filled with beautiful, poetic language. It often uses metaphors and similes to describe things in a creative, descriptive way.",demonstration,,,,2,1
22,3WGCNLZJLOVEC1YRPR1P6IJRA02D10,3OLF68YTNJOARTNH2IUAU3A4B4ZAF7,A3FIIXR4RLHBN8,159,0% (0/0),Write a <b>flowery</b> passage about sunsets:,"There's something about a sunset that just takes our breath away. Maybe it's the way the colors seem to dance in the sky, or the way the world seems to be bathed in a golden light. Whatever the reason, sunsets always seem to leave us in awe.<br><br>There's nothing quite like watching the sun dip below the horizon, painting the sky in a spectrum of colors. It's a reminder that even though the day may be over, there's still beauty to be found in the world.<br><br>If you're looking for a way to add a little romance to your day, look no further than a sunset. Whether you watch it alone or with someone you love, it's sure to take your breath away.",Writing Style,"flowery writing style: Flowery writing is filled with beautiful, poetic language. It often uses metaphors and similes to describe things in a creative, descriptive way.",demonstration,not a story,,,2,1
23,3WGCNLZJLOVEC1YRPR1P6IJRA02D10,3QAVNHZ3EWRWRLXDOTX8PGFO80OLAQ,A9HQ3E0F2AGVO,84,98% (130/132),Write a <b>flowery</b> passage about sunsets:,"There's something about a sunset that just takes our breath away. Maybe it's the way the colors seem to dance in the sky, or the way the world seems to be bathed in a golden light. Whatever the reason, sunsets always seem to leave us in awe.<br><br>There's nothing quite like watching the sun dip below the horizon, painting the sky in a spectrum of colors. It's a reminder that even though the day may be over, there's still beauty to be found in the world.<br><br>If you're looking for a way to add a little romance to your day, look no further than a sunset. Whether you watch it alone or with someone you love, it's sure to take your breath away.",Writing Style,"flowery writing style: Flowery writing is filled with beautiful, poetic language. It often uses metaphors and similes to describe things in a creative, descriptive way.",demonstration,,,,2,1
24,33EEIIWHLGUONMIU1RRYD5X6IJVQV4,39LNWE0K44JEGT359VHMX1ZQYZLIUK,A1OWM3QO7QAKBN,164,100% (17/17),Write a <b>flowery</b> passage about sunsets:,"Sunsets are one of the most beautiful things in nature. There's something about the way the sun dips below the horizon that just takes our breath away.<br><br>Whether you're watching from the beach or the top of a mountain, a sunset is always an unforgettable experience. The colors seem to dance in the sky, and the world seems to be at peace.<br><br>For a few brief moments, we can forget about our troubles and just enjoy the beauty of the world around us. That's why sunsets will always be one of our favorite things.",Writing Style,"flowery writing style: Flowery writing is filled with beautiful, poetic language. It often uses metaphors and similes to describe things in a creative, descriptive way.",demonstration,,,,2,1
25,33EEIIWHLGUONMIU1RRYD5X6IJVQV4,33FOTY3KEW87UTQ7FXBGBWWYAXXC16,A3FIIXR4RLHBN8,66,0% (0/0),Write a <b>flowery</b> passage about sunsets:,"Sunsets are one of the most beautiful things in nature. There's something about the way the sun dips below the horizon that just takes our breath away.<br><br>Whether you're watching from the beach or the top of a mountain, a sunset is always an unforgettable experience. The colors seem to dance in the sky, and the world seems to be at peace.<br><br>For a few brief moments, we can forget about our troubles and just enjoy the beauty of the world around us. That's why sunsets will always be one of our favorite things.",Writing Style,"flowery writing style: Flowery writing is filled with beautiful, poetic language. It often uses metaphors and similes to describe things in a creative, descriptive way.",demonstration,,,,-1,-1
26,33EEIIWHLGUONMIU1RRYD5X6IJVQV4,3VNXK88KKM5LI7Z2ARLEGU26TG7V93,A9HQ3E0F2AGVO,154,98% (130/132),Write a <b>flowery</b> passage about sunsets:,"Sunsets are one of the most beautiful things in nature. There's something about the way the sun dips below the horizon that just takes our breath away.<br><br>Whether you're watching from the beach or the top of a mountain, a sunset is always an unforgettable experience. The colors seem to dance in the sky, and the world seems to be at peace.<br><br>For a few brief moments, we can forget about our troubles and just enjoy the beauty of the world around us. That's why sunsets will always be one of our favorite things.",Writing Style,"flowery writing style: Flowery writing is filled with beautiful, poetic language. It often uses metaphors and similes to describe things in a creative, descriptive way.",demonstration,,,,1,1
27,3NQUW096OFVFZIPE6LE6419FHLSL9X,3RXPCZQMQZYKB56CHJ7Z1NHD8PS1G8,A1OWM3QO7QAKBN,105,100% (17/17),Write a <b>flowery</b> passage about sunsets:,"There's something about a sunset that just makes everything seem right in the world. Maybe it's the way the colors seem to dance in the sky, or the way the world seems to slow down for a few minutes. Whatever the reason, sunsets have a way of making us feel at peace.<br><br>There's nothing quite like watching the sun dip below the horizon and feeling the cool breeze of night begin to fall. The world seems to take on a whole new beauty when seen through the lens of a sunset.<br><br>If you're looking for a way to relax and unwind, there's no better way than to watch the sunset. Whether you're by yourself or with someone you love, the beauty of a sunset is sure to fill you with peace and happiness.",Writing Style,"flowery writing style: Flowery writing is filled with beautiful, poetic language. It often uses metaphors and similes to describe things in a creative, descriptive way.",demonstration,,,,2,1
28,3NQUW096OFVFZIPE6LE6419FHLSL9X,30JNVC0ORJ7MS5L4M4FWNO1MV11QHV,A3I9XLIHPPWPN1,45,0% (0/0),Write a <b>flowery</b> passage about sunsets:,"There's something about a sunset that just makes everything seem right in the world. Maybe it's the way the colors seem to dance in the sky, or the way the world seems to slow down for a few minutes. Whatever the reason, sunsets have a way of making us feel at peace.<br><br>There's nothing quite like watching the sun dip below the horizon and feeling the cool breeze of night begin to fall. The world seems to take on a whole new beauty when seen through the lens of a sunset.<br><br>If you're looking for a way to relax and unwind, there's no better way than to watch the sunset. Whether you're by yourself or with someone you love, the beauty of a sunset is sure to fill you with peace and happiness.",Writing Style,"flowery writing style: Flowery writing is filled with beautiful, poetic language. It often uses metaphors and similes to describe things in a creative, descriptive way.",demonstration,"It has many flowery aspects, but could use some different adjectives to change it up.",,,1,1
29,3NQUW096OFVFZIPE6LE6419FHLSL9X,3UOUJI6MTN1B6OS08HHN0BM5MCPXUZ,A9HQ3E0F2AGVO,227,98% (130/132),Write a <b>flowery</b> passage about sunsets:,"There's something about a sunset that just makes everything seem right in the world. Maybe it's the way the colors seem to dance in the sky, or the way the world seems to slow down for a few minutes. Whatever the reason, sunsets have a way of making us feel at peace.<br><br>There's nothing quite like watching the sun dip below the horizon and feeling the cool breeze of night begin to fall. The world seems to take on a whole new beauty when seen through the lens of a sunset.<br><br>If you're looking for a way to relax and unwind, there's no better way than to watch the sunset. Whether you're by yourself or with someone you love, the beauty of a sunset is sure to fill you with peace and happiness.",Writing Style,"flowery writing style: Flowery writing is filled with beautiful, poetic language. It often uses metaphors and similes to describe things in a creative, descriptive way.",demonstration,,,,1,1
30,3909MD9T384AUM6ZSLRU1256BMJEFS,3NVC2EB650MG7Z5RYT7OWG3EB5Z3Y3,A1OWM3QO7QAKBN,71,100% (17/17),Write a <b>humorous</b> passage about love:,"Love is like a roller coaster, it has its ups and downs, but in the end you always end up puking your guts out.<br><br>At least that's what I've heard. I've never actually been on a roller coaster, or in love for that matter, but I imagine it's pretty similar. You have the highs of feeling like you're on top of the world, and the lows of feeling like you're going to puke your guts out. But in the end, you always end up puking your guts out.",Tone,"humorous tone: A humorous tone is a light, playful, and funny.",demonstration,,,,-2,-1
31,3909MD9T384AUM6ZSLRU1256BMJEFS,3OS4RQUCRJ2FA3S98WU6PEUATMNBF6,A9HQ3E0F2AGVO,13,98% (130/132),Write a <b>humorous</b> passage about love:,"Love is like a roller coaster, it has its ups and downs, but in the end you always end up puking your guts out.<br><br>At least that's what I've heard. I've never actually been on a roller coaster, or in love for that matter, but I imagine it's pretty similar. You have the highs of feeling like you're on top of the world, and the lows of feeling like you're going to puke your guts out. But in the end, you always end up puking your guts out.",Tone,"humorous tone: A humorous tone is a light, playful, and funny.",demonstration,,,,2,1
32,3909MD9T384AUM6ZSLRU1256BMJEFS,3WR9XG3T6DYIABSUBYM7T8BNL6J47L,AYTH0E5PUXWX8,79,0% (0/0),Write a <b>humorous</b> passage about love:,"Love is like a roller coaster, it has its ups and downs, but in the end you always end up puking your guts out.<br><br>At least that's what I've heard. I've never actually been on a roller coaster, or in love for that matter, but I imagine it's pretty similar. You have the highs of feeling like you're on top of the world, and the lows of feeling like you're going to puke your guts out. But in the end, you always end up puking your guts out.",Tone,"humorous tone: A humorous tone is a light, playful, and funny.",demonstration,"No, it followed the prompt and was well-written",,,2,1
33,3BFNCI9LZTDU5VBWLICMUJOSM9A73Q,33PPO7FEC52SZRSJN0RXN1V2CZQDI5,A1OWM3QO7QAKBN,195,100% (17/17),Write a <b>humorous</b> passage about love:,"Love is a many splendored thing. You can love your family, your friends, your country, your favorite sports team, or even your favorite food. But the one thing you should never love is your alarm clock. That thing is nothing but pure evil.",Tone,"humorous tone: A humorous tone is a light, playful, and funny.",demonstration,,,,1,1
34,3BFNCI9LZTDU5VBWLICMUJOSM9A73Q,3E1QT0TDFZWGIWWS6SGH19H118Q8IR,A2HM35CWB7IIFM,53,100% (25/25),Write a <b>humorous</b> passage about love:,"Love is a many splendored thing. You can love your family, your friends, your country, your favorite sports team, or even your favorite food. But the one thing you should never love is your alarm clock. That thing is nothing but pure evil.",Tone,"humorous tone: A humorous tone is a light, playful, and funny.",demonstration,"not really on-topic about romantic love, but still funny",,,1,1
35,3BFNCI9LZTDU5VBWLICMUJOSM9A73Q,36PW28KO49JILFNL77A4CLP4Z3NEAW,A2ZH8429CE8VSD,93,0% (0/0),Write a <b>humorous</b> passage about love:,"Love is a many splendored thing. You can love your family, your friends, your country, your favorite sports team, or even your favorite food. But the one thing you should never love is your alarm clock. That thing is nothing but pure evil.",Tone,"humorous tone: A humorous tone is a light, playful, and funny.",demonstration,You typically would not start a sentence with But,,,1,1
36,3NKW03WTMVU12BIZR1WUZ7GKPSXQWE,3ZV9H2YQQNUCIUARJSP0BJIY0XZ3W4,A1OWM3QO7QAKBN,25,100% (17/17),Write a <b>humorous</b> passage about love:,"Love is like a fart. You never know who’s going to like it or not. But if you keep it to yourself, it just becomes more and more stinky.",Tone,"humorous tone: A humorous tone is a light, playful, and funny.",demonstration,,,,-2,-1
